CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13167,26,16,333.82,4,2,2,422,Potential Loyalists
13168,178,49,556.12,1,3,3,133,Others
13169,198,5,127.2,1,1,1,111,At Risk
13172,36,1,69.6,4,1,1,411,Potential Loyalists
13173,3,207,2285.7,5,5,5,555,Champions
13174,5,818,6677.81,5,5,5,555,Champions
13175,218,46,831.45,1,3,3,133,Others
13177,66,13,229.75,3,1,1,311,Others
13178,33,422,8333.72,4,5,5,455,Champions
13179,254,34,572.3100000000001,1,3,3,133,Others
13180,243,4,86.10000000000001,1,1,1,111,At Risk
13181,17,19,359.69,4,2,2,422,Potential Loyalists
13183,30,62,3078.4,4,4,5,445,Champions
13187,260,27,130.99,1,2,1,121,At Risk
13190,180,17,570.66,1,2,3,123,At Risk
13191,294,59,164.69,1,3,1,131,Others
13192,171,99,1646.64,2,4,4,244,Others
13194,57,7,412.08,3,1,2,312,Others
13195,50,52,172.38,3,3,1,331,Others
13196,79,78,1271.06,2,4,4,244,Others
13197,245,19,373.01000000000005,1,2,2,122,At Risk
13198,23,88,1572.99,4,4,4,444,Champions
13199,2,88,6615.77,5,4,5,545,Champions
13201,138,88,1240.61,2,4,4,244,Others
13202,30,69,1580.3,4,4,4,444,Champions
13203,22,112,1778.79,4,4,4,444,Champions
13204,367,57,966.6600000000001,1,3,3,133,Others
13205,79,1,2803.2,2,1,5,215,At Risk
13206,36,581,8377.32,4,5,5,455,Champions
13207,87,5,285.6,2,1,2,212,At Risk
13208,85,105,764.6,2,4,3,243,Others
13209,150,45,2617.9,2,3,5,235,Others
13211,17,150,1531.9,4,5,4,454,Champions
13213,19,114,2330.94,4,4,5,445,Champions
13214,53,229,3264.23,3,5,5,355,Others
13215,38,1,81.6,3,1,1,311,Others
13217,291,1,132.5,1,1,1,111,At Risk
13219,254,11,76.23,1,1,1,111,At Risk
13220,211,32,516.8,1,3,3,133,Others
13222,213,1,88.5,1,1,1,111,At Risk
13223,59,8,805.92,3,1,3,313,Others
13225,57,93,9796.23,3,4,5,345,Others
13226,29,12,204.25,4,1,1,411,Potential Loyalists
13230,1,728,3553.81,5,5,5,555,Champions
13233,56,33,571.34,3,3,3,333,Others
13234,308,63,356.95,1,4,2,142,Others
13237,23,24,643.0,4,2,3,423,Potential Loyalists
13238,66,16,305.9,3,2,2,322,Others
13239,73,72,1265.1299999999999,2,4,4,244,Others
13240,1,164,1074.8700000000001,5,5,4,554,Champions
13241,47,42,115.58,3,3,1,331,Others
13242,87,22,429.0,2,2,2,222,At Risk
13243,85,162,677.97,2,5,3,253,Others
13245,68,29,558.72,3,2,3,323,Others
13246,29,238,1400.13,4,5,4,454,Champions
13249,37,12,897.52,3,1,3,313,Others
13250,96,20,256.04,2,2,2,222,At Risk
13251,38,25,252.68,3,2,2,322,Others
13252,30,19,399.3,4,2,2,422,Potential Loyalists
13253,66,39,1920.71,3,3,4,334,Others
13254,12,4,51.41,5,1,1,511,Potential Loyalists
13255,9,19,504.95,5,2,2,522,Potential Loyalists
13257,72,7,149.75,2,1,1,211,At Risk
13258,15,8,336.59999999999997,5,1,2,512,Potential Loyalists
13259,33,237,1141.06,4,5,4,454,Champions
13262,25,39,373.16,4,3,2,432,Loyal Customers
13263,29,243,1250.6200000000001,4,5,4,454,Champions
13264,78,38,722.5600000000001,2,3,3,233,Others
13266,49,120,2300.78,3,4,5,345,Others
13267,2,215,5236.77,5,5,5,555,Champions
13269,5,183,3545.47,5,5,5,555,Champions
13270,2,1,590.0,5,1,3,513,Potential Loyalists
13274,45,19,360.85,3,2,2,322,Others
13275,19,50,241.66,4,3,1,431,Loyal Customers
13276,33,219,1348.33,4,5,4,454,Champions
13277,16,15,264.9,4,2,2,422,Potential Loyalists
13278,35,62,893.12,4,4,3,443,Loyal Customers
13280,15,125,1507.77,5,4,4,544,Champions
13281,75,22,350.85,2,2,2,222,At Risk
13282,42,14,181.05,3,1,1,311,Others
13283,203,13,279.7,1,1,2,112,At Risk
13285,236,44,655.47,1,3,3,133,Others
13286,236,49,734.91,1,3,3,133,Others
13287,239,53,781.59,1,3,3,133,Others
13288,79,10,927.61,2,1,3,213,At Risk
13289,359,16,307.95,1,2,2,122,At Risk
13290,74,1,208.63,2,1,1,211,At Risk
13291,50,286,2959.73,3,5,5,355,Others
13292,51,28,415.57,3,2,2,322,Others
13293,28,72,1192.94,4,4,4,444,Champions
13294,282,48,815.79,1,3,3,133,Others
13295,12,57,900.77,5,3,3,533,Loyal Customers
13296,59,48,705.11,3,3,3,333,Others
13297,21,64,2278.77,4,4,5,445,Champions
13299,59,57,1076.2,3,3,4,334,Others
13300,24,35,913.62,4,3,3,433,Loyal Customers
13302,162,2,95.45,2,1,1,211,At Risk
13303,36,4,61.72,4,1,1,411,Potential Loyalists
13304,91,57,917.57,2,3,3,233,Others
13305,8,125,1753.85,5,4,4,544,Champions
13306,66,4,53.65,3,1,1,311,Others
13307,123,14,258.34,2,1,2,212,At Risk
13308,232,17,284.86,1,2,2,122,At Risk
13309,28,23,249.58,4,2,1,421,Potential Loyalists
13310,16,23,409.17,4,2,2,422,Potential Loyalists
13312,87,5,124.75,2,1,1,211,At Risk
13313,115,109,1890.0,2,4,4,244,Others
13315,325,22,310.26000000000005,1,2,2,122,At Risk
13316,28,88,7213.84,4,4,5,445,Champions
13317,21,220,4212.411,4,5,5,455,Champions
13319,1,479,11236.95,5,5,5,555,Champions
13320,70,44,679.4,3,3,3,333,Others
13324,64,57,3391.52,3,3,5,335,Others
13326,68,13,281.76,3,1,2,312,Others
13327,1,234,6251.71,5,5,5,555,Champions
13329,2,108,4323.97,5,4,5,545,Champions
13330,91,65,1665.25,2,4,4,244,Others
13331,37,12,262.4,3,1,2,312,Others
13333,47,55,1015.74,3,3,4,334,Others
13334,172,212,2726.93,2,5,5,255,Others
13337,182,87,1575.26,1,4,4,144,Others
13338,177,109,1958.6,1,4,4,144,Others
13340,53,81,11364.08,3,4,5,345,Others
13346,98,6,299.4,2,1,2,212,At Risk
13357,130,309,3228.41,2,5,5,255,Others
13359,39,33,603.75,3,3,3,333,Others
13360,67,66,1553.65,3,4,4,344,Others
13361,108,34,1450.5,2,3,4,234,Others
13362,14,132,2303.33,5,5,5,555,Champions
13363,45,42,731.36,3,3,3,333,Others
13367,67,20,510.2,3,2,3,323,Others
13368,50,23,498.1,3,2,2,322,Others
13369,1,14,308.28000000000003,5,1,2,512,Potential Loyalists
13370,7,39,754.87,5,3,3,533,Loyal Customers
13371,141,92,2297.66,2,4,5,245,Others
13373,51,200,4274.94,3,5,5,355,Others
13374,50,17,422.8,3,2,2,322,Others
13375,80,34,1013.58,2,3,4,234,Others
13377,32,78,1552.88,4,4,4,444,Champions
13380,68,3,62.4,3,1,1,311,Others
13381,15,184,4585.06,5,5,5,555,Champions
13382,64,71,1164.5900000000001,3,4,4,344,Others
13383,179,1,305.28000000000003,1,1,2,112,At Risk
13384,26,112,2528.9,4,4,5,445,Champions
13386,50,31,835.46,3,2,3,323,Others
13387,53,73,189.44,3,4,1,341,Others
13388,239,34,508.55,1,3,3,133,Others
13392,313,8,91.14,1,1,1,111,At Risk
13393,219,69,1131.45,1,4,4,144,Others
13394,15,254,4101.68,5,5,5,555,Champions
13395,36,60,872.51,4,3,3,433,Loyal Customers
13397,73,51,1647.74,2,3,4,234,Others
13398,84,13,213.0,2,1,1,211,At Risk
13399,100,15,275.4,2,2,2,222,At Risk
13400,218,23,310.83,1,2,2,122,At Risk
13402,8,57,913.9,5,3,3,533,Loyal Customers
13403,23,6,154.5,4,1,1,411,Potential Loyalists
13405,117,16,641.36,2,2,3,223,At Risk
13406,63,9,568.92,3,1,3,313,Others
13407,214,85,2244.7,1,4,5,145,Others
13408,7,362,23616.422,5,5,5,555,Champions
13410,29,22,1198.9,4,2,4,424,Potential Loyalists
13412,256,34,487.35,1,3,2,132,Others
13413,275,43,429.44,1,3,2,132,Others
13414,99,31,1103.64,2,2,4,224,At Risk
13415,108,104,800.67,2,4,3,243,Others
13416,372,7,228.3,1,1,1,111,At Risk
13417,183,49,1028.66,1,3,4,134,Others
13418,8,259,6106.17,5,5,5,555,Champions
13421,42,168,2252.04,3,5,5,355,Others
13423,64,12,217.03,3,1,1,311,Others
13424,85,40,572.77,2,3,3,233,Others
13425,144,100,1779.42,2,4,4,244,Others
13426,18,186,4526.06,4,5,5,455,Champions
13427,113,23,423.93,2,2,2,222,At Risk
13428,150,70,281.51,2,4,2,242,Others
13431,42,83,2047.14,3,4,4,344,Others
13432,207,111,439.1,1,4,2,142,Others
13433,137,24,658.32,2,2,3,223,At Risk
13434,21,25,1132.6200000000001,4,2,4,424,Potential Loyalists
13435,12,51,665.34,5,3,3,533,Loyal Customers
13438,183,1,46.5,1,1,1,111,At Risk
13439,24,113,702.9,4,4,3,443,Loyal Customers
13440,59,59,1295.25,3,3,4,334,Others
13441,67,25,424.26,3,2,2,322,Others
13442,303,38,419.87,1,3,2,132,Others
13443,84,204,1280.16,2,5,4,254,Others
13444,10,58,631.68,5,3,3,533,Loyal Customers
13445,262,7,241.89999999999998,1,1,1,111,At Risk
13446,66,192,3881.89,3,5,5,355,Others
13448,9,363,5701.5,5,5,5,555,Champions
13450,10,76,2076.32,5,4,4,544,Champions
13451,17,599,4214.77,4,5,5,455,Champions
13452,108,1,139.8,2,1,1,211,At Risk
13453,38,23,424.71,3,2,2,322,Others
13454,277,23,219.87,1,2,1,121,At Risk
13455,2,98,1847.5900000000001,5,4,4,544,Champions
13457,324,9,148.22,1,1,1,111,At Risk
13458,15,103,2312.7000000000003,5,4,5,545,Champions
13459,260,73,1160.41,1,4,4,144,Others
13461,43,35,2715.0,3,3,5,335,Others
13462,46,62,1002.35,3,4,4,344,Others
13464,30,110,2422.96,4,4,5,445,Champions
13465,82,34,931.12,2,3,3,233,Others
13466,44,38,705.45,3,3,3,333,Others
13468,4,426,7685.54,5,5,5,555,Champions
13469,289,6,82.4,1,1,1,111,At Risk
13472,99,28,592.24,2,2,3,223,At Risk
13473,210,49,2235.12,1,3,5,135,Others
13474,79,66,434.2,2,4,2,242,Others
13476,42,48,823.0,3,3,3,333,Others
13477,91,79,1379.5900000000001,2,4,4,244,Others
13478,105,125,2215.78,2,4,5,245,Others
13479,88,38,550.42,2,3,3,233,Others
13480,52,41,627.82,3,3,3,333,Others
13481,10,115,2026.28,5,4,4,544,Champions
13482,263,9,151.45,1,1,1,111,At Risk
13484,19,31,476.92,4,2,2,422,Potential Loyalists
13485,12,135,2564.98,5,5,5,555,Champions
13487,141,15,271.47,2,2,2,222,At Risk
13488,3,302,6619.57,5,5,5,555,Champions
13490,290,8,154.25,1,1,1,111,At Risk
13491,8,182,3350.7400000000002,5,5,5,555,Champions
13495,4,99,3329.39,5,4,5,545,Champions
13497,4,48,972.2800000000001,5,3,3,533,Loyal Customers
13498,366,17,327.38,1,2,2,122,At Risk
13500,37,20,299.53,3,2,2,322,Others
13501,122,62,1544.79,2,4,4,244,Others
13502,51,15,488.5,3,2,2,322,Others
13503,115,181,1688.54,2,5,4,254,Others
13506,5,72,1180.68,5,4,4,544,Champions
13508,278,16,176.07999999999998,1,2,1,121,At Risk
13509,143,5,135.0,2,1,1,211,At Risk
13510,11,174,2766.73,5,5,5,555,Champions
13511,312,5,282.76,1,1,2,112,At Risk
13512,23,24,462.18,4,2,2,422,Potential Loyalists
13513,77,30,619.49,2,2,3,223,At Risk
13514,64,17,663.7,3,2,3,323,Others
13515,85,17,374.7,2,2,2,222,At Risk
13516,53,17,295.85,3,2,2,322,Others
13519,78,11,220.46,2,1,1,211,At Risk
13520,7,112,3285.05,5,4,5,545,Champions
13523,2,59,1136.64,5,3,4,534,Loyal Customers
13526,374,44,1182.0,1,3,4,134,Others
13527,54,234,2396.23,3,5,5,355,Others
13530,270,18,402.98,1,2,2,122,At Risk
13531,2,68,1254.72,5,4,4,544,Champions
13534,15,96,1850.82,5,4,4,544,Champions
13535,38,1,89.5,3,1,1,311,Others
13537,61,42,717.85,3,3,3,333,Others
13538,32,119,1831.88,4,4,4,444,Champions
13539,56,49,938.02,3,3,3,333,Others
13540,103,32,632.39,2,3,3,233,Others
13541,63,10,785.25,3,1,3,313,Others
13542,12,337,4006.17,5,5,5,555,Champions
13543,270,47,1439.61,1,3,4,134,Others
13544,47,171,537.59,3,5,3,353,Others
13545,26,57,374.64,4,3,2,432,Loyal Customers
13546,18,55,465.15,4,3,2,432,Loyal Customers
13547,44,47,175.53,3,3,1,331,Others
13548,107,63,226.57999999999998,2,4,1,241,Others
13549,23,8,87.6,4,1,1,411,Potential Loyalists
13550,19,44,349.51,4,3,2,432,Loyal Customers
13551,302,1,152.39999999999998,1,1,1,111,At Risk
13552,64,99,3238.85,3,4,5,345,Others
13553,310,94,517.8,1,4,3,143,Others
13554,16,199,1638.28,4,5,4,454,Champions
13555,14,271,4849.91,5,5,5,555,Champions
13556,65,9,200.82,3,1,1,311,Others
13557,51,146,2448.2,3,5,5,355,Others
13559,148,2,990.0,2,1,3,213,At Risk
13561,33,219,1678.86,4,5,4,454,Champions
13562,37,114,3038.85,3,4,5,345,Others
13564,4,1188,15500.53,5,5,5,555,Champions
13565,47,22,174.57999999999998,3,2,1,321,Others
13566,70,198,833.41,3,5,3,353,Others
13567,64,203,1083.69,3,5,4,354,Others
13569,3,129,520.03,5,5,3,553,Loyal Customers
13571,18,335,2454.2200000000003,4,5,5,455,Champions
13573,15,63,622.07,5,4,3,543,Loyal Customers
13574,47,103,421.25,3,4,2,342,Others
13576,9,153,4834.4,5,5,5,555,Champions
13577,18,85,1801.68,4,4,4,444,Champions
13578,45,9,147.66,3,1,1,311,Others
13579,5,67,1072.0,5,4,4,544,Champions
13580,42,5,107.75,3,1,1,311,Others
13581,50,23,162.53,3,2,1,321,Others
13582,25,11,241.68,4,1,1,411,Potential Loyalists
13583,315,43,664.001,1,3,3,133,Others
13584,134,59,250.05,2,3,1,231,Others
13585,166,39,684.54,2,3,3,233,Others
13586,177,21,131.53,1,2,1,121,At Risk
13587,85,22,961.1,2,2,3,223,At Risk
13589,85,31,741.09,2,2,3,223,At Risk
13590,11,323,4367.67,5,5,5,555,Champions
13591,71,43,976.81,3,3,3,333,Others
13593,23,282,3486.61,4,5,5,455,Champions
13594,121,7,136.35000000000002,2,1,1,211,At Risk
13595,152,152,818.22,2,5,3,253,Others
13597,36,17,396.71,4,2,2,422,Potential Loyalists
13598,131,59,609.42,2,3,3,233,Others
13599,2,163,5013.96,5,5,5,555,Champions
13600,270,22,298.9,1,2,2,122,At Risk
13601,28,96,491.82,4,4,2,442,Loyal Customers
13602,17,35,596.28,4,3,3,433,Loyal Customers
13604,294,21,717.62,1,2,3,123,At Risk
13605,23,53,522.67,4,3,3,433,Loyal Customers
13607,38,24,400.3,3,2,2,322,Others
13608,176,36,236.2,2,3,1,231,Others
13609,229,7,167.35,1,1,1,111,At Risk
13610,23,190,1044.0,4,5,4,454,Champions
13611,10,155,2147.73,5,5,5,555,Champions
13612,268,50,818.29,1,3,3,133,Others
13613,88,59,1039.8500000000001,2,3,4,234,Others
13614,29,70,748.73,4,4,3,443,Loyal Customers
13615,35,344,5854.84,4,5,5,455,Champions
13616,204,37,288.1,1,3,2,132,Others
13617,44,63,734.57,3,4,3,343,Others
13619,180,49,231.69,1,3,1,131,Others
13620,164,5,112.34,2,1,1,211,At Risk
13622,332,32,658.95,1,3,3,133,Others
13623,16,211,1818.71,4,5,4,454,Champions
13624,24,22,462.08,4,2,2,422,Potential Loyalists
13625,232,21,301.26,1,2,2,122,At Risk
13626,15,25,449.81,5,2,2,522,Potential Loyalists
13627,124,37,607.43,2,3,3,233,Others
13628,312,16,310.14,1,2,2,122,At Risk
13629,49,28,5578.5,3,2,5,325,Others
13632,30,75,1526.88,4,4,4,444,Champions
13634,10,262,3498.31,5,5,5,555,Champions
13635,78,100,1928.13,2,4,4,244,Others
13639,72,19,312.93,2,2,2,222,At Risk
13640,247,4,405.0,1,1,2,112,At Risk
13641,276,44,1016.47,1,3,4,134,Others
13642,68,48,159.92,3,3,1,331,Others
13643,18,74,1637.33,4,4,4,444,Champions
13646,35,58,326.25,4,3,2,432,Loyal Customers
13647,130,61,1393.56,2,3,4,234,Others
13648,36,106,1764.02,4,4,4,444,Champions
13649,2,103,1332.28,5,4,4,544,Champions
13650,10,76,1451.66,5,4,4,544,Champions
13651,17,8,132.65,4,1,1,411,Potential Loyalists
13652,4,96,1475.77,5,4,4,544,Champions
13653,123,9,152.2,2,1,1,211,At Risk
13654,16,163,3600.67,4,5,5,455,Champions
13655,10,63,1347.54,5,4,4,544,Champions
13656,135,38,699.2,2,3,3,233,Others
13658,19,129,3386.33,4,5,5,455,Champions
13659,52,171,3321.68,3,5,5,355,Others
13660,36,41,314.59,4,3,2,432,Loyal Customers
13661,239,17,325.24,1,2,2,122,At Risk
13662,21,84,1352.35,4,4,4,444,Champions
13663,16,86,1858.04,4,4,4,444,Champions
13665,22,106,1711.66,4,4,4,444,Champions
13666,56,7,43.25,3,1,1,311,Others
13668,19,300,6726.35,4,5,5,455,Champions
13669,43,5,195.0,3,1,1,311,Others
13671,30,76,194.95,4,4,1,441,Loyal Customers
13672,366,12,233.53,1,1,1,111,At Risk
13674,68,14,240.68,3,1,1,311,Others
13676,175,13,243.9,2,1,1,211,At Risk
13677,40,107,556.1899999999999,3,4,3,343,Others
13679,129,50,281.26,2,3,2,232,Others
13680,107,457,7713.25,2,5,5,255,Others
13683,93,10,258.6,2,1,2,212,At Risk
13684,26,79,529.75,4,4,3,443,Loyal Customers
13686,16,26,337.04,4,2,2,422,Potential Loyalists
13687,74,45,11880.84,2,3,5,235,Others
13688,271,5,375.5,1,1,2,112,At Risk
13689,80,3,349.5,2,1,2,212,At Risk
13691,32,54,212.78,4,3,1,431,Loyal Customers
13692,44,43,1626.08,3,3,4,334,Others
13693,10,106,2011.8200000000002,5,4,4,544,Champions
13694,9,957,131443.19,5,5,5,555,Champions
13695,213,6,266.6,1,1,2,112,At Risk
13696,57,24,2020.4,3,2,4,324,Others
13698,232,40,465.53000000000003,1,3,2,132,Others
13699,186,23,455.57,1,2,2,122,At Risk
13700,53,46,348.34,3,3,2,332,Others
13701,82,9,161.0,2,1,1,211,At Risk
13702,81,5,135.18,2,1,1,211,At Risk
13703,51,36,326.06,3,3,2,332,Others
13705,9,56,1323.47,5,3,4,534,Loyal Customers
13706,262,18,300.38,1,2,2,122,At Risk
13707,65,107,2559.45,3,4,5,345,Others
13709,82,72,1263.7,2,4,4,244,Others
13710,59,7,329.04,3,1,2,312,Others
13711,42,79,1540.2,3,4,4,344,Others
13712,246,23,537.58,1,2,3,123,At Risk
13713,44,82,743.26,3,4,3,343,Others
13714,101,30,161.35,2,2,1,221,At Risk
13715,8,429,7403.95,5,5,5,555,Champions
13717,93,22,318.29,2,2,2,222,At Risk
13719,29,191,1773.57,4,5,4,454,Champions
13721,31,14,217.39999999999998,4,1,1,411,Potential Loyalists
13722,56,104,3260.0,3,4,5,345,Others
13723,28,53,1009.35,4,3,4,434,Loyal Customers
13724,273,42,213.01,1,3,1,131,Others
13727,247,64,746.57,1,4,3,143,Others
13728,23,101,1839.03,4,4,4,444,Champions
13729,71,39,724.73,3,3,3,333,Others
13733,46,29,487.03000000000003,3,2,2,322,Others
13734,144,28,6701.640000000001,2,2,5,225,At Risk
13735,12,460,6927.9800000000005,5,5,5,555,Champions
13736,61,366,2034.31,3,5,4,354,Others
13738,32,92,440.93,4,4,2,442,Loyal Customers
13739,163,3,75.3,2,1,1,211,At Risk
13740,51,72,1247.02,3,4,4,344,Others
13745,182,31,477.32,1,2,2,122,At Risk
13746,49,9,176.69,3,1,1,311,Others
13747,9,5,169.8,5,1,1,511,Potential Loyalists
13748,9,31,1320.1,5,2,4,524,Potential Loyalists
13750,16,51,1954.92,4,3,4,434,Loyal Customers
13752,163,19,404.45000000000005,2,2,2,222,At Risk
13753,234,45,1353.31,1,3,4,134,Others
13754,73,9,164.45,2,1,1,211,At Risk
13756,3,206,4017.9800000000005,5,5,5,555,Champions
13757,310,8,195.55,1,1,1,111,At Risk
13758,2,192,6226.43,5,5,5,555,Champions
13760,40,62,1076.85,3,4,4,344,Others
13761,138,52,881.52,2,3,3,233,Others
13762,229,28,2165.76,1,2,5,125,At Risk
13763,53,35,3502.48,3,3,5,335,Others
13764,205,168,1431.5,1,5,4,154,Others
13765,289,17,352.821,1,2,2,122,At Risk
13766,131,17,190.35,2,2,1,221,At Risk
13767,5,427,18320.170000000002,5,5,5,555,Champions
13768,362,33,875.97,1,3,3,133,Others
13769,3,150,3003.9100000000003,5,5,5,555,Champions
13770,58,48,785.37,3,3,3,333,Others
13771,169,97,3094.37,2,4,5,245,Others
13772,36,398,1982.09,4,5,4,454,Champions
13773,32,19,301.54,4,2,2,422,Potential Loyalists
13775,226,63,1049.66,1,4,4,144,Others
13776,64,2,623.98,3,1,3,313,Others
13777,2,194,30501.260000000002,5,5,5,555,Champions
13778,127,35,945.79,2,3,3,233,Others
13779,151,27,161.13,2,2,1,221,At Risk
13780,43,43,375.81,3,3,2,332,Others
13781,228,40,650.99,1,3,3,133,Others
13782,89,129,881.72,2,5,3,253,Others
13783,123,10,1542.09,2,1,4,214,At Risk
13784,70,12,447.44,3,1,2,312,Others
13785,64,30,542.49,3,2,3,323,Others
13786,3,117,3128.54,5,4,5,545,Champions
13787,94,55,913.46,2,3,3,233,Others
13788,141,1,3.75,2,1,1,211,At Risk
13789,24,18,239.46,4,2,1,421,Potential Loyalists
13792,58,10,188.4,3,1,1,311,Others
13793,282,7,96.0,1,1,1,111,At Risk
13794,182,9,126.03,1,1,1,111,At Risk
13795,24,29,836.3,4,2,3,423,Potential Loyalists
13796,135,22,289.7,2,2,2,222,At Risk
13797,72,78,1179.45,2,4,4,244,Others
13798,8,373,38683.02,5,5,5,555,Champions
13799,80,67,2114.71,2,4,4,244,Others
13800,66,40,1121.24,3,3,4,334,Others
13802,10,388,21659.69,5,5,5,555,Champions
13803,67,61,1061.84,3,3,4,334,Others
13804,71,32,572.73,3,3,3,333,Others
13807,3,25,422.2,5,2,2,522,Potential Loyalists
13809,30,13,524.65,4,1,3,413,Potential Loyalists
13813,163,74,1398.6100000000001,2,4,4,244,Others
13814,163,22,678.2,2,2,3,223,At Risk
13815,42,180,3448.38,3,5,5,355,Others
13818,65,5,61.28,3,1,1,311,Others
13819,305,65,1502.0,1,4,4,144,Others
13820,54,90,660.65,3,4,3,343,Others
13821,29,150,1025.09,4,5,4,454,Champions
13823,16,123,2445.79,4,4,5,445,Champions
13824,15,54,1615.82,5,3,4,534,Loyal Customers
13825,257,40,255.59,1,3,2,132,Others
13829,57,1,102.0,3,1,1,311,Others
13830,217,11,156.85000000000002,1,1,1,111,At Risk
13831,5,113,4820.59,5,4,5,545,Champions
13832,58,54,561.49,3,3,3,333,Others
13833,40,16,316.56,3,2,2,322,Others
13834,212,16,324.19,1,2,2,122,At Risk
13835,155,16,260.7,2,2,2,222,At Risk
13836,35,31,620.37,4,2,3,423,Potential Loyalists
13838,5,298,1274.3600000000001,5,5,4,554,Champions
13839,122,7,139.95000000000002,2,1,1,211,At Risk
13840,52,40,651.4,3,3,3,333,Others
13842,2,149,2244.29,5,5,5,555,Champions
13843,17,18,319.75,4,2,2,422,Potential Loyalists
13846,35,26,442.73,4,2,2,422,Potential Loyalists
13847,355,19,310.72,1,2,2,122,At Risk
13848,2,6,2080.0,5,1,4,514,Potential Loyalists
13849,33,119,1931.35,4,4,4,444,Champions
13851,15,59,1955.0,5,3,4,534,Loyal Customers
13852,246,11,187.35000000000002,1,1,1,111,At Risk
13854,1,71,4144.44,5,4,5,545,Champions
13855,136,73,1310.3400000000001,2,4,4,244,Others
13856,99,40,753.53,2,3,3,233,Others
13857,29,128,1001.01,4,5,4,454,Champions
13859,165,8,314.7,2,1,2,212,At Risk
13861,65,21,273.26,3,2,2,322,Others
13862,25,21,346.73,4,2,2,422,Potential Loyalists
13863,101,50,933.77,2,3,3,233,Others
13864,22,1,662.4000000000001,4,1,3,413,Potential Loyalists
13869,17,553,5006.62,4,5,5,455,Champions
13870,23,126,2941.14,4,4,5,445,Champions
13871,64,66,1482.6000000000001,3,4,4,344,Others
13872,163,57,919.57,2,3,3,233,Others
13873,19,37,649.32,4,3,3,433,Loyal Customers
13874,140,51,1508.7,2,3,4,234,Others
13875,23,166,3027.58,4,5,5,455,Champions
13877,106,20,332.44,2,2,2,222,At Risk
13878,183,71,1191.53,1,4,4,144,Others
13879,281,25,395.5,1,2,2,122,At Risk
13880,3,64,1171.89,5,4,4,544,Champions
13881,11,279,28019.58,5,5,5,555,Champions
13883,39,174,3885.54,3,5,5,355,Others
13884,12,131,1100.88,5,5,4,554,Champions
13888,40,144,1563.42,3,5,4,354,Others
13889,18,68,1574.3300000000002,4,4,4,444,Champions
13890,10,63,1043.57,5,4,4,544,Champions
13891,14,100,863.56,5,4,3,543,Loyal Customers
13892,113,9,634.68,2,1,3,213,At Risk
13895,151,68,1415.45,2,4,4,244,Others
13896,261,21,388.55,1,2,2,122,At Risk
13897,74,42,849.5600000000001,2,3,3,233,Others
13898,47,34,530.47,3,3,3,333,Others
13900,25,52,869.64,4,3,3,433,Loyal Customers
13901,10,161,2809.14,5,5,5,555,Champions
13902,268,63,34095.26,1,4,5,145,Others
13903,36,10,165.45000000000002,4,1,1,411,Potential Loyalists
13905,368,12,312.65,1,1,2,112,At Risk
13906,45,1,42.0,3,1,1,311,Others
13907,327,4,136.8,1,1,1,111,At Risk
13909,59,39,286.6,3,3,2,332,Others
13911,15,90,1654.08,5,4,4,544,Champions
13912,59,7,124.95,3,1,1,311,Others
13913,142,3,42.22,2,1,1,211,At Risk
13915,30,2,70.80000000000001,4,1,1,411,Potential Loyalists
13916,99,74,1275.81,2,4,4,244,Others
13919,60,49,975.87,3,3,3,333,Others
13920,67,86,1774.68,3,4,4,344,Others
13921,38,44,730.7,3,3,3,333,Others
13922,73,23,692.95,2,2,3,223,At Risk
13927,73,20,359.27,2,2,2,222,At Risk
13929,52,48,2651.45,3,3,5,335,Others
13931,28,213,4019.85,4,5,5,455,Champions
13935,232,80,6116.92,1,4,5,145,Others
13936,18,33,563.08,4,3,3,433,Loyal Customers
13937,38,45,721.28,3,3,3,333,Others
13939,67,65,992.41,3,4,4,344,Others
13941,8,60,6009.34,5,3,5,535,Loyal Customers
13942,170,1,320.0,2,1,2,212,At Risk
13943,213,15,246.54000000000002,1,2,1,121,At Risk
13944,289,35,200.43,1,3,1,131,Others
13945,30,51,854.1500000000001,4,3,3,433,Loyal Customers
13946,12,45,1314.66,5,3,4,534,Loyal Customers
13948,47,21,446.76,3,2,2,322,Others
13952,16,272,9572.45,4,5,5,455,Champions
13953,45,5,3125.0,3,1,5,315,Others
13955,11,54,222.21,5,3,1,531,Loyal Customers
13957,53,27,458.25,3,2,2,322,Others
13958,15,227,4709.2300000000005,5,5,5,555,Champions
13959,35,71,477.98,4,4,2,442,Loyal Customers
13961,28,19,538.4,4,2,3,423,Potential Loyalists
13962,71,12,193.25,3,1,1,311,Others
13963,3,137,2347.33,5,5,5,555,Champions
13964,23,24,438.9,4,2,2,422,Potential Loyalists
13965,112,24,996.61,2,2,4,224,At Risk
13966,71,22,390.86,3,2,2,322,Others
13967,32,4,85.6,4,1,1,411,Potential Loyalists
13968,59,8,123.66,3,1,1,311,Others
13969,1,480,4311.93,5,5,5,555,Champions
13970,22,13,846.55,4,1,3,413,Potential Loyalists
13971,59,106,1909.31,3,4,4,344,Others
13974,218,15,264.13,1,2,2,122,At Risk
13975,29,414,2832.56,4,5,5,455,Champions
13976,142,46,834.38,2,3,3,233,Others
13977,47,13,519.8100000000001,3,1,3,313,Others
